Sample #,Station #,Cast #,Niskin #,Month,Day,Year,Time UTC,Latitude,Longitude,Bottle trip Flag,Depth,Pressure,Temp_1,Temp_1_Flag,Temp_2,Temp_2_Flag,Sal_1,Sal_1_Flag,Sal_2,Sal_2_Flag,CTD_o2_sat,CTD_o2_sat_Flag,CTD_o2_conc,CTD_o2_conc_Flag,OXYGEN,OXYGEN_FLAG_W,DIC_AOML,DIC_AOML_FLAG,ALKALI,ALKALI_FLAG,PH_TOT,PH_TOT_TEMP,PH_TOT_FLAG_W,Silicate,Silicate_FLAG,NO2,NO2_FLAG,NO3,NO3_FLAG,NO2+NO3,NO2+NO3_FLAG,PO4,PO4_FLAG,DIC_UDEL,DIC_UDEL_FLAG_W,PN,PN_FLAG,POC,POC_FLAG,DOC,DOC_Flag,CDOM (@443nm),CDOM_FLAG,HPLC_chl_a,HPLC_chl_a_flag,NPP,NPP,NPP_flag,NPP_PC,NPP_PC,NPP_PC_flag,NPP_PN,NPP_PN,NPP_PN_flag
,,,,mm,dd,yyyy,hr:mn:ss,deg,deg,,m,db,C,,C,,psu,,psu,,%sat,,umol/kg,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,°C,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,mg/m^3,,mg/m^3,,umol/L,,1/m,,mg/m^3,,umol C l-1 d-1,Stdev,,umol C/l,Stdev,,umol N/l,Stdev,
54,3,1,15,6,20,2015,6:24:21,40.75217,-70.3175,2,7.589,7.648,13.9013,2,14.0396,2,32.5455,2,32.5486,2,118.586,2,305.498,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
55,3,1,16,6,20,2015,6:25:37,40.75197,-70.31698,2,2.387,2.406,14.9646,2,14.9952,2,32.5786,2,32.578,2,116.974,2,294.943,2,293.9,2,1887.05,6,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
56,3,1,17,6,20,2015,6:25:43,40.75195,-70.31692,2,2.26,2.277,15.0481,2,15.0517,2,32.5786,2,32.5784,2,116.896,2,294.26,2,-999,-999,-999,9,2197.36,2,7.933361971,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
57,3,1,18,6,20,2015,6:25:50,40.75196,-70.31684,2,2.298,2.316,15.08,2,15.0806,2,32.5791,2,32.5786,2,116.955,2,294.221,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
58,4,1,1,6,20,2015,8:13:46,40.50782,-70.23382,2,56.148,56.591,7.4912,2,7.4872,2,33.097,2,33.0991,2,102.256,2,300.917,2,279.4,4,1988.34,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
59,4,1,2,6,20,2015,8:13:54,40.50782,-70.23382,2,56.219,56.664,7.4915,2,7.4871,2,33.0967,2,33.099,2,101.921,2,299.931,2,-999,-999,-999,9,2224.68,6,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
60,4,1,3,6,20,2015,8:14:02,40.50782,-70.23382,2,55.918,56.36,7.4898,2,7.4873,2,33.0971,2,33.0991,2,101.928,2,299.965,2,-999,-999,-999,9,-999,9,-999,-999,9,3.7,2,0.1,2,1.81,2,1.89,2,0.58,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
61,4,1,4,6,20,2015,8:15:42,40.5075,-70.23416,2,39.712,40.024,7.5405,2,7.5379,2,33.0933,2,33.0949,2,101.409,2,298.102,2,281.6,4,1985.75,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
62,4,1,5,6,20,2015,8:15:49,40.5075,-70.23416,2,39.692,40.004,7.5433,2,7.5389,2,33.0934,2,33.0952,2,101.377,2,297.988,2,-999,-999,-999,9,2224.83,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
63,4,1,6,6,20,2015,8:15:56,40.5075,-70.23416,2,39.671,39.982,7.5454,2,7.5422,2,33.0935,2,33.0953,2,101.388,2,298.006,2,-999,-999,-999,9,-999,9,-999,-999,9,3.0,2,0.1,2,1.45,2,1.51,2,0.52,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
64,4,1,7,6,20,2015,8:16:54,40.50732,-70.23442,2,32.719,32.976,8.7061,2,8.705,2,33.1992,2,33.2005,2,116.73,2,334.047,2,307.8,4,1958.17,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
65,4,1,8,6,20,2015,8:17:01,40.50718,-70.23448,2,32.447,32.702,8.7135,2,8.7128,2,33.2016,2,33.2012,2,116.928,2,334.553,2,-999,-999,-999,9,2234.04,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
66,4,1,9,6,20,2015,8:17:08,40.50716,-70.23448,2,32.339,32.593,8.7012,2,8.6975,2,33.1988,2,33.2003,2,116.78,2,334.226,2,-999,-999,-999,9,-999,9,-999,-999,9,0.0,2,0.0,2,0.24,2,0.25,2,0.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
67,4,1,10,6,20,2015,8:18:04,40.50716,-70.23466,2,23.334,23.516,8.5163,2,8.5157,2,33.0444,2,33.0455,2,118.368,2,340.544,2,324.2,4,1942.29,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
68,4,1,11,6,20,2015,8:18:10,40.507,-70.23466,2,23.393,23.577,8.5021,2,8.5106,2,33.0368,2,33.043,2,119.141,2,342.896,2,-999,-999,-999,9,2229.57,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
69,4,1,12,6,20,2015,8:18:17,40.507,-70.23466,2,23.335,23.517,8.4944,2,8.4907,2,33.0317,2,33.0311,2,119.14,2,342.963,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
70,4,1,13,6,20,2015,8:19:46,40.50682,-70.23504,2,16.655,16.785,13.7102,2,13.6869,2,33.0061,2,33.0209,2,123.292,2,317.826,2,292.3,4,1897.35,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
71,4,1,14,6,20,2015,8:19:54,40.50682,-70.23516,2,16.698,16.828,13.6329,2,13.621,2,33.0026,2,33.0111,2,122.892,2,317.298,2,-999,-999,-999,9,2227.31,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
72,4,1,15,6,20,2015,8:20:01,40.50682,-70.23516,2,16.705,16.835,13.5651,2,13.5514,2,32.9883,2,33.001,2,123.151,2,318.433,2,-999,-999,-999,9,-999,9,-999,-999,9,0.0,2,0.0,2,0.06,2,0.06,2,0.13,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
73,4,1,16,6,20,2015,8:21:36,40.50666,-70.23566,2,8.624,8.691,15.5078,2,15.5077,2,33.0422,2,33.0425,2,117.002,2,290.945,2,285.7,6,1893.04,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
74,4,1,17,6,20,2015,8:21:43,40.50666,-70.23566,2,8.287,8.352,15.5117,2,15.5108,2,33.0397,2,33.0399,2,117.035,2,291.011,2,-999,-999,-999,9,2229.42,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
75,4,1,18,6,20,2015,8:21:50,40.50666,-70.23566,2,8.347,8.412,15.5097,2,15.5113,2,33.0404,2,33.0395,2,117.065,2,291.095,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
76,4,1,19,6,20,2015,8:22:58,40.50666,-70.236,9,2.156,2.172,15.6303,2,15.63,2,32.8203,2,32.8188,2,116.148,2,288.572,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
77,4,1,20,6,20,2015,8:23:05,40.5065,-70.236,2,2.019,2.035,15.6278,2,15.6294,2,32.8205,2,32.8186,2,116.335,2,289.049,2,-999,-999,1898.20,6,2215.02,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
78,5,1,1,6,20,2015,10:58:36,40.14588,-70.11,2,104.219,105.052,13.5378,2,13.5347,2,35.4726,2,35.4694,2,92.759,2,235.857,2,43.9,3,2120.28,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
79,5,1,2,6,20,2015,10:58:44,40.14586,-70.11002,2,104.003,104.834,13.5325,2,13.5309,2,35.4711,2,35.4702,2,92.331,2,234.796,2,-999,-999,-999,9,2333.62,2,7.873667766,25,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
80,5,1,3,6,20,2015,10:58:55,40.14596,-70.11012,9,104.396,105.23,13.5363,2,13.536,2,35.4781,2,35.4789,2,92.617,2,235.494,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
81,5,1,4,6,20,2015,11:01:44,40.14633,-70.11082,2,71.984,72.553,9.7851,2,9.7322,2,34.1445,2,34.1436,2,93.823,2,260.445,2,-999,-999,2105.69,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
82,5,1,5,6,20,2015,11:02:01,40.14646,-70.11096,2,72.113,72.683,9.7092,2,9.7065,2,34.1412,2,34.1431,2,93.594,2,260.243,2,-999,-999,-999,9,2274.62,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
83,5,1,6,6,20,2015,11:04:05,40.14668,-70.11164,2,48.93,49.314,8.1414,2,8.1369,2,33.3227,2,33.3211,2,108.644,2,314.555,2,300.2,4,2067.41,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
84,5,1,7,6,20,2015,11:04:15,40.14679,-70.11166,2,49.215,49.602,8.0183,2,8.048,2,33.3206,2,33.3385,2,107.552,2,312.256,2,-999,-999,-999,9,2241.13,2,7.826563772,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
85,5,1,8,6,20,2015,11:07:37,40.14701,-70.11303,2,41.775,42.102,9.7226,2,9.7202,2,33.786,2,33.7868,2,100.514,2,280.116,2,239.9,4,2075.13,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
86,5,1,9,6,20,2015,11:07:45,40.14704,-70.11311,2,41.862,42.19,9.7688,2,9.7444,2,33.8037,2,33.7926,2,100.399,2,279.48,2,-999,-999,-999,9,2248.99,2,7.810514507,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.807,0.173,2,16.271,0.259,2,2.292,0.025,2
87,5,1,10,6,20,2015,11:08:00,40.14703,-70.11321,2,42.12,42.451,9.9486,2,9.9503,2,33.8681,2,33.8714,2,100.645,2,278.948,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.807,0.173,2,16.271,0.259,2,2.292,0.025,2
88,5,1,11,6,20,2015,11:08:09,40.14702,-70.1133,2,41.85,42.178,9.9593,2,9.9589,2,33.871,2,33.8723,2,100.568,2,278.665,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
89,5,1,19,6,20,2015,11:08:29,40.14703,-70.11346,2,41.946,42.275,9.9717,2,9.9712,2,33.8817,2,33.8812,2,100.465,2,278.286,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
90,5,1,12,6,20,2015,11:12:01,40.14696,-70.11498,2,24.037,24.225,8.7748,2,8.7714,2,33.3553,2,33.355,2,110.115,2,314.282,2,-999.0,5,2057.78,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
91,5,1,13,6,20,2015,11:12:07,40.14696,-70.11501,2,24.147,24.335,8.7565,2,8.7288,2,33.353,2,33.3496,2,109.938,2,313.909,2,-999,-999,-999,9,2240.16,2,7.854894807,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.793,0.165,2,21.272,1.829,2,3.070,0.327,2
92,5,1,14,6,20,2015,11:12:15,40.14692,-70.11507,2,24.319,24.508,8.7913,2,8.7888,2,33.3618,2,33.3615,2,109.781,2,313.199,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.793,0.165,2,21.272,1.829,2,3.070,0.327,2
93,5,1,15,6,20,2015,11:12:23,40.14692,-70.11513,2,24.36,24.55,8.8418,2,8.8288,2,33.3709,2,33.3691,2,109.958,2,313.336,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
94,5,1,21,6,20,2015,11:12:34,40.14688,-70.11519,2,24.255,24.444,9.064,2,9.078,2,33.3775,2,33.3793,2,110.463,2,313.224,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
95,5,1,16,6,20,2015,11:13:58,40.14677,-70.11571,2,11.259,11.346,19.2204,2,19.2247,2,34.7744,2,34.7745,2,106.372,2,243.685,2,220.9,6,2029.31,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
96,5,1,17,6,20,2015,11:14:13,40.14679,-70.11581,2,11.145,11.231,19.1286,2,19.1304,2,34.7397,2,34.7447,2,106.837,2,245.22,2,-999,-999,-999,9,2298.44,2,8.007789391,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
97,5,1,18,6,20,2015,11:15:39,40.14681,-70.11632,2,2.113,2.13,15.6345,2,15.6295,2,33.2496,2,33.2305,2,112.796,2,279.393,2,270.7,4,1996.10,6,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
98,5,1,20,6,20,2015,11:15:50,40.14678,-70.11638,2,2.291,2.309,15.622,2,15.6091,2,33.2159,2,33.2142,2,112.906,2,279.799,2,-999,-999,-999,9,2236.09,2,7.970768095,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
99,5,1,22,6,20,2015,11:16:00,40.14681,-70.11649,2,2.209,2.226,15.6222,2,15.6107,2,33.2188,2,33.2124,2,112.844,2,279.639,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.574,0.074,2,13.474,1.009,2,1.569,0.139,2
100,5,1,23,6,20,2015,11:16:10,40.1468,-70.1165,2,2.208,2.225,15.6196,2,15.6237,2,33.2195,2,33.2216,2,112.878,2,279.735,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
101,5,1,24,6,20,2015,11:16:22,40.14682,-70.11659,2,2.242,2.259,15.603,2,15.5971,2,33.2046,2,33.2034,2,113.119,2,280.453,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.574,0.074,2,13.474,1.009,2,1.569,0.139,2
102,6,1,1,6,20,2015,13:19:10,39.91768,-70.00062,2,436.842,440.681,6.324,2,6.3241,2,35.0687,2,35.0708,2,67.857,2,202.131,2,181.0,4,2184.73,2,-999,9,-999,-999,9,12.7,2,0.0,2,20.68,2,20.71,2,1.33,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
103,6,1,2,6,20,2015,13:19:19,39.91766,-70.00062,2,436.75,440.588,6.3208,2,6.324,2,35.0695,2,35.0708,2,67.789,2,201.942,2,-999,-999,-999,9,2315,2,7.662046856,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
104,6,1,3,6,20,2015,13:21:35,39.91706,-70.00074,2,380.179,383.467,6.396,2,6.3977,2,35.0716,2,35.0733,2,67.089,2,199.511,2,165.4,4,2185.59,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
105,6,1,4,6,20,2015,13:21:44,39.91702,-70.00074,2,379.728,383.011,6.3963,2,6.3919,2,35.0714,2,35.0732,2,67.229,2,199.926,2,-999,-999,-999,9,2314.47,2,7.659993724,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
106,6,1,5,6,20,2015,13:24:56,39.91619,-70.00079,2,281.977,284.347,9.1108,2,9.1098,2,35.2098,2,35.2101,2,52.887,2,147.838,2,134.3,6,2194.07,2,-999,9,-999,-999,9,13.1,2,0.0,2,23.32,2,23.33,2,1.43,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
107,6,1,6,6,20,2015,13:25:03,39.91617,-70.0008,2,282.761,285.139,9.0817,2,9.0714,2,35.2101,2,35.2091,2,52.833,2,147.783,2,-999,-999,-999,9,2320.33,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
108,6,1,7,6,20,2015,13:27:45,39.91551,-70.00052,2,214.448,216.215,12.0915,2,12.0913,2,35.6002,2,35.5999,2,72.428,2,189.506,2,170.7,4,2159.37,2,-999,9,-999,-999,9,6.2,2,0.0,2,15.30,2,15.31,2,0.91,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
109,6,1,8,6,20,2015,13:27:55,39.91547,-70.00054,2,214.715,216.485,12.0932,2,12.094,2,35.6001,2,35.6003,2,72.38,2,189.374,2,-999,-999,-999,9,2340.93,2,7.789450374,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
110,6,1,9,6,20,2015,13:30:22,39.9149,-70.0006,2,179.807,181.273,12.4769,2,12.4743,2,35.6435,2,35.6436,2,78.521,2,203.764,2,161.4,3,2153.15,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
111,6,1,10,6,20,2015,13:30:29,39.91485,-70.00062,2,179.274,180.736,12.4692,2,12.4712,2,35.642,2,35.6427,2,77.821,2,201.98,2,-999,-999,-999,9,2339.15,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
112,6,1,11,6,20,2015,13:32:33,39.91432,-70.00036,2,137.532,138.64,12.6794,2,12.6759,2,35.5978,2,35.5959,2,71.004,2,183.553,2,173.2,4,2158.88,2,-999,9,-999,-999,9,4.7,2,0.0,2,13.58,2,13.58,2,0.85,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
113,6,1,12,6,20,2015,13:32:39,39.91431,-70.00038,2,137.909,139.02,12.666,2,12.6661,2,35.5914,2,35.5925,2,72.175,2,186.638,2,-999,-999,-999,9,2337.34,2,7.798515845,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
114,6,1,13,6,20,2015,13:35:24,39.91368,-70.00038,2,53.473,53.892,14.0989,2,14.1005,2,35.3185,2,35.3193,2,99.98,2,251.645,2,221.9,4,2095.77,2,-999,9,-999,-999,9,0.0,2,0.2,2,2.55,2,2.70,2,0.31,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
115,6,1,14,6,20,2015,13:35:32,39.91364,-70.00038,2,53.662,54.083,14.0827,2,14.0854,2,35.318,2,35.3185,2,99.809,2,251.296,2,-999,-999,-999,9,2333.02,2,7.935822464,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,63.08297703,2,281.0000984,2,835.7333118,2,0.04288298,2,2.173,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
116,6,1,15,6,20,2015,13:37:40,39.91316,-70.00035,2,21.17,21.334,22.8474,2,22.8483,2,36.1629,2,36.164,2,103.182,2,219.619,2,199.1,4,2058.26,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
117,6,1,16,6,20,2015,13:37:48,39.91316,-70.00032,2,20.827,20.989,22.8524,2,22.8564,2,36.1649,2,36.1663,2,103.143,2,219.514,2,-999,-999,-999,9,2375.76,2,8.061493585,25,2,0.0,2,0.0,2,0.18,2,0.18,2,0.09,2,-999,9,40.9158415,2,117.1804526,2,1017.118993,6,0.005735589,2,0.139,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
118,6,1,17,6,20,2015,13:39:18,39.91282,-70.00049,2,2.386,2.405,22.8921,2,22.89,2,36.1753,2,36.1762,2,103.176,2,219.42,2,200.5,4,2057.85,6,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
119,6,1,18,6,20,2015,13:39:27,39.91279,-70.00044,2,2.994,3.017,22.9036,2,22.9029,2,36.1757,2,36.1765,2,103.19,2,219.406,2,-999,-999,-999,9,2375.63,2,8.062421768,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,10.62830641,2,70.42894224,2,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
