Sample ID,EXPOCODE,Cruise name,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,YEAR DAY,LATITUDE,LONGITUDE,BOTDEPTH,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,Theta ( C),SigmaTheta,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NITRAT,NITRAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,TN_RSMAS,TN_RSMAS_FLAG_W,PHSPHT,PHSPHT_FLAG,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,fCO2,fCO2_FLAG_W,PH_TOT,PH_TOT_FLAG_W,CO3,CO3_FLAG_W,Carbonate,TOC,TOC_FLAG_W,DOC,ag355,ag380,ag412,ag443,S_ag,DOC_ag_FLAG_W,Sample ID,CDOM_355 nm ,CDOM_380 nm,CDOM_412 nm,CDOM_443 nm,CDOM_S 300-600,CDOM_null,CDOM_FLAG_W,[Tot_Chl_a],[Tot_Chl_b],[Tot_Chl_c],[Alpha_beta_Car],[But fuco],[Hex fuco],[Allo],[Diadino],[Diato],[Fuco],[Perid],[Zea],[MV_Chl_a],[DV_Chl_a],[Chlide_a],[MV_Chl _b],[DV_Chl_b],[Chl c12],[Chl_c3],[Lut],[Neo],[Viola],[Phytin_a],[Phide_a],[Pras],Pigments_FLAG_W
,,,,,,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,,,,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM@20 C,,@ 25 C,,UMOL/KG,,R-Ratio,UMOL/KG,,umol/L,1/m,1/m,1/m,1/m,slope,2,,(1/meter),(1/meter),(1/meter),(1/meter),,,,(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),
19104,33RO20120721,RB1203,GOMECC-2,19,1,4,4,2,"July 28, 2012",11:56,210.497,27.533,-83.667,48,30.7,29,27.512,35.915,2,27.506,23.2463,35.953,2,204.65,2,204.55,2,0.05,2,-999.00,9,-999.00,9,0.11,2,-999,9,0.04,2,2036.57,2,2370.17,2,298.29,6,8.0792,2,202.4,2,0.4489,-999,9,-999,-999,-999,-999,-999,-999,9,19104,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
19105,33RO20120721,RB1203,GOMECC-2,19,1,5,5,2,"July 28, 2012",11:56,210.497,27.533,-83.667,48,30.7,29,27.512,35.915,2,27.506,23.2463,35.966,2,204.65,2,205.24,2,0.14,2,-999.00,9,-999.00,9,0.16,2,-999,9,0.08,2,2031.38,2,2369.54,2,-999,9,8.0829,2,202.8,2,0.4486,-999,9,-999,-999,-999,-999,-999,-999,9,19105,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
19106,33RO20120721,RB1203,GOMECC-2,19,1,6,6,2,"July 28, 2012",11:56,210.497,27.533,-83.667,48,20.6,19,28.531,35.872,2,28.527,22.8791,35.834,2,197.61,2,199.39,2,0.20,2,-999.00,9,-999.00,9,0.17,2,-999,9,0.02,2,2024.24,2,2363.92,2,284.71,2,8.0936,2,207.3,2,0.4453,-999,9,-999,-999,-999,-999,-999,-999,9,19106,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
19107,33RO20120721,RB1203,GOMECC-2,19,1,7,7,2,"July 28, 2012",11:56,210.497,27.533,-83.667,48,10.6,9,28.767,35.798,2,28.765,22.7442,35.805,2,196.75,2,196.58,2,0.26,2,-999.00,9,-999.00,9,0.15,2,-999,9,0.02,2,2019.91,2,2363.20,2,283.27,2,8.097,2,209.3,2,0.4442,-999,9,-999,-999,-999,-999,-999,-999,9,19107,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
19108,33RO20120721,RB1203,GOMECC-2,19,1,8,8,2,"July 28, 2012",11:56,210.497,27.533,-83.667,48,10.6,9,28.767,35.798,2,28.765,22.7442,35.811,2,196.75,2,196.74,2,0.26,2,-999.00,9,-999.00,9,0.11,2,-999,9,0.06,2,2021.43,2,2364.76,2,282.50,2,8.0967,2,210.2,2,0.4438,-999,9,-999,-999,-999,-999,-999,-999,9,19108,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
19109,33RO20120721,RB1203,GOMECC-2,19,1,9,9,2,"July 28, 2012",11:56,210.497,27.533,-83.667,48,4.8,3,28.877,35.813,2,28.877,22.7183,35.817,2,195.89,2,195.92,2,0.34,2,-999.00,9,-999.00,9,0.10,2,5.4,2,0.06,2,2020.70,2,2363.78,2,282.29,2,8.0976,2,210,2,0.4441,75.1,2,967.18,0.043,0.029,0.017,0.012,0.024,2,19109,0.042916,0.028971,0.016884,0.012244,0.023614,-0.000537,2,0.093,0.008,0.011,0.009,0.004,0.015,0.000,0.003,0.000,0.004,0.001,0.046,0.067,0.026,0.000,0.005,0.003,0.005,0.006,0.000,0.000,0.001,0.000,0.000,0.000,2
19110,33RO20120721,RB1203,GOMECC-2,19,1,10,10,2,"July 28, 2012",11:56,210.497,27.533,-83.667,48,4.8,3,28.877,35.813,2,28.877,22.7183,-999,9,195.89,2,195.93,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,19110,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
20101,33RO20120721,RB1203,GOMECC-2,20,1,1,1,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,25.2,24,28.337,36.06,2,28.332,23.0851,36.098,2,190.43,2,192.68,2,1.19,2,-999.00,9,-999.00,9,0.13,2,4.3,2,0.02,2,2048.83,2,2375.11,2,306.96,2,8.0625,2,196.8,2,0.4538,81.9,2,1007.85,0.102,0.071,0.045,0.031,0.02,2,20101,0.102034,0.071016,0.045258,0.030610,0.019592,-0.000403,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
20102,33RO20120721,RB1203,GOMECC-2,20,1,2,2,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,25.1,24,28.337,36.06,2,28.332,23.0851,-999,9,190.43,2,192.23,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,20102,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
20103,33RO20120721,RB1203,GOMECC-2,20,1,3,3,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,20.7,19,28.916,36.109,2,28.912,22.9290,36.101,2,194.42,2,192.88,2,1.15,2,-999.00,9,-999.00,9,0.13,2,-999,9,0.00,2,2046.87,2,2375.79,2,305.07,6,8.0704,2,201.1,2,0.4515,-999,9,-999,-999,-999,-999,-999,-999,9,20103,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
20104,33RO20120721,RB1203,GOMECC-2,20,1,4,4,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,20.8,19,28.916,36.109,2,28.912,22.9290,-999,9,194.42,2,194.26,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,20104,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
20105,33RO20120721,RB1203,GOMECC-2,20,1,5,5,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,14.6,13,28.968,36.111,2,28.965,22.9126,36.104,2,193.89,2,195.15,2,0.93,2,-999.00,9,-999.00,9,0.06,2,-999,9,0.01,2,2039.32,2,2377.20,2,-999,9,8.0818,2,206.7,2,0.4486,-999,9,-999,-999,-999,-999,-999,-999,9,20105,-999,-999,-999,-999,-999,-999,9,0.162,0.021,0.018,0.014,0.007,0.022,0.001,0.007,0.000,0.010,0.006,0.057,0.121,0.040,0.001,0.017,0.004,0.010,0.008,0.000,0.000,0.002,0.000,0.000,0.000,2
20106,33RO20120721,RB1203,GOMECC-2,20,1,6,6,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,14.6,13,28.968,36.111,2,28.965,22.9126,-999,9,193.89,2,195.18,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,20106,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
20107,33RO20120721,RB1203,GOMECC-2,20,1,7,7,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,10.8,9,29.031,36.119,3,29.029,22.8971,36.108,2,193.73,3,195.71,2,0.91,2,-999.00,9,-999.00,9,0.08,2,-999,9,0.02,2,2038.64,2,2376.95,2,295.33,2,8.0827,2,210,2,0.447,-999,9,-999,-999,-999,-999,-999,-999,9,20107,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
20108,33RO20120721,RB1203,GOMECC-2,20,1,8,8,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,10.8,9,29.031,36.119,2,29.029,22.8971,-999,9,193.73,2,195.17,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,20108,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
20109,33RO20120721,RB1203,GOMECC-2,20,1,9,9,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,4.9,3,29.031,36.119,2,29.031,22.8967,36.136,2,193.58,2,193.98,2,0.91,2,-999.00,9,-999.00,9,0.05,2,6.3,2,0.01,2,2040.60,2,2377.37,2,294.76,2,8.0829,6,208,6,0.4483,83.4,2,1002.27,0.072,0.04,0.022,0.015,0.023,2,20109,0.072365,0.039561,0.022284,0.014853,0.023475,-0.000440,2,0.162,0.016,0.013,0.016,0.005,0.016,0.000,0.009,0.001,0.008,0.004,0.093,0.107,0.053,0.002,0.011,0.005,0.007,0.006,0.000,0.000,0.002,0.000,0.000,0.000,2
20110,33RO20120721,RB1203,GOMECC-2,20,1,10,10,2,"July 28, 2012",14:18,210.596,27.767,-83.333,32,4.9,3,29.031,36.119,3,29.031,22.8967,-999,9,193.58,3,194.26,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,20110,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
21101,33RO20120721,RB1203,GOMECC-2,21,1,1,1,2,"July 28, 2012",17:35,210.733,28.017,-83.031,16,12.3,11,29.615,35.643,2,29.613,22.3428,35.628,2,193.37,2,192.16,2,2.51,2,-999.00,9,-999.00,9,0.04,2,9.6,2,0.04,2,2058.52,2,2370.17,2,326.32,2,8.0461,6,195.5,6,0.4495,105.5,2,1238.92,0.176,0.105,0.057,0.031,0.024,2,21101,0.176161,0.104580,0.056941,0.031469,0.023602,-0.000017,2,0.419,0.029,0.042,0.043,0.008,0.065,0.005,0.026,0.003,0.033,0.004,0.216,0.414,0.000,0.005,0.029,0.000,0.020,0.022,0.001,0.004,0.005,0.003,0.000,0.006,2
21102,33RO20120721,RB1203,GOMECC-2,21,1,2,2,2,"July 28, 2012",17:35,210.733,28.017,-83.031,16,12.3,11,29.615,35.643,3,29.613,22.3428,-999,9,193.37,3,200.22,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,21102,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
21103,33RO20120721,RB1203,GOMECC-2,21,1,3,3,2,"July 28, 2012",17:35,210.733,28.017,-83.031,16,7.8,6,29.791,35.626,2,29.790,22.2698,35.625,2,192.04,2,191.75,2,2.57,2,-999.00,9,-999.00,9,0.09,2,-999,9,0.08,2,2059.54,2,2368.88,2,327.12,6,8.0467,2,191.6,2,0.4516,-999,9,-999,-999,-999,-999,-999,-999,9,21103,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
21104,33RO20120721,RB1203,GOMECC-2,21,1,4,4,2,"July 28, 2012",17:35,210.733,28.017,-83.031,16,7.7,6,29.791,35.626,2,29.790,22.2698,-999,9,192.04,2,191.72,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,21104,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
21105,33RO20120721,RB1203,GOMECC-2,21,1,5,5,2,"July 28, 2012",17:35,210.733,28.017,-83.031,16,4.3,3,29.94,35.631,2,29.940,22.2225,35.634,2,192.39,2,191.75,2,2.49,2,-999.00,9,-999.00,9,0.00,2,9,2,0.04,2,2063.69,2,2374.34,2,325.74,2,8.046,2,191.5,2,0.4517,112.5,2,1233.97,0.186,0.106,0.06,0.036,0.023,2,21105,0.185815,0.105887,0.059717,0.036215,0.023066,-0.000237,2,0.270,0.016,0.019,0.034,0.004,0.034,0.001,0.020,0.003,0.013,0.004,0.187,0.267,0.000,0.003,0.016,0.000,0.009,0.010,0.001,0.002,0.004,0.002,0.000,0.003,2
21106,33RO20120721,RB1203,GOMECC-2,21,1,6,6,2,"July 28, 2012",17:35,210.733,28.017,-83.031,16,4.4,3,29.94,35.631,2,29.940,22.2225,-999,9,192.39,2,191.40,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,21106,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
22101,33RO20120721,RB1203,GOMECC-2,22,1,1,1,2,"July 30, 2012",18:59,212.791,26.997,-80.003,42,27.3,26,14.208,35.482,2,14.204,26.5171,-999,9,149.08,2,146.06,2,9.78,2,0.00,2,18.85,2,18.85,2,-999,9,1.36,2,2152.07,2,2336.00,2,615.35,2,7.8067,6,125.7,6,0.5001,-999,9,614.59,0.098,0.067,0.046,0.03,0.017,2,22101,0.086320,0.057958,0.035789,0.020611,0.019727,-0.000080,2,0.162,0.039,0.033,0.009,0.019,0.021,0.002,0.010,0.003,0.029,0.002,0.021,0.138,0.021,0.003,0.035,0.004,0.016,0.017,0.002,0.004,0.004,0.003,0.000,0.009,2
22102,33RO20120721,RB1203,GOMECC-2,22,1,2,2,2,"July 30, 2012",18:59,212.791,26.997,-80.003,42,27.2,26,14.208,35.482,2,14.204,26.5171,-999,9,149.08,2,145.59,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,22102,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
22103,33RO20120721,RB1203,GOMECC-2,22,1,3,3,2,"July 30, 2012",18:59,212.791,26.997,-80.003,42,20.4,19,26.535,35.842,2,26.531,23.5036,36.023,2,201.22,2,170.43,2,1.35,2,0.00,2,3.36,2,3.36,2,-999,9,0.20,2,2049.14,2,2355.45,2,349.45,2,7.9594,4,173.1,2,0.4674,-999,9,856.01,0.085,0.05,0.027,0.017,0.021,2,22103,0.084893,0.049562,0.027219,0.017365,0.021287,-0.000327,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
22104,33RO20120721,RB1203,GOMECC-2,22,1,4,4,2,"July 30, 2012",18:59,212.791,26.997,-80.003,42,20.4,19,26.535,35.842,2,26.531,23.5036,-999,9,201.22,2,185.19,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,22104,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
22105,33RO20120721,RB1203,GOMECC-2,22,1,5,5,2,"July 30, 2012",18:59,212.791,26.997,-80.003,42,10.5,9,27.977,36.071,2,27.975,23.2107,36.088,2,197.46,2,197.22,2,0.30,2,0.00,2,1.22,2,1.22,2,-999,9,0.06,2,2034.04,2,2358.81,2,297.61,2,8.081,3,204.6,2,0.4494,-999,9,-999,-999,-999,-999,-999,-999,9,22105,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
22106,33RO20120721,RB1203,GOMECC-2,22,1,6,6,2,"July 30, 2012",18:59,212.791,26.997,-80.003,42,10.5,9,27.977,36.071,2,27.975,23.2107,-999,9,197.46,2,196.99,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,22106,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
22107,33RO20120721,RB1203,GOMECC-2,22,1,7,7,2,"July 30, 2012",18:59,212.791,26.997,-80.003,42,4.6,3,28.076,36.071,2,28.076,23.1777,36.087,2,197.08,2,197.08,2,0.19,2,0.02,2,0.98,2,0.99,2,-999,9,0.03,2,2034.02,2,2361.10,2,296.90,2,8.0809,2,203.8,6,0.4498,-999,9,814.82,0.08,0.053,0.032,0.019,0.02,2,22107,0.079642,0.053023,0.031852,0.019054,0.020134,-0.000191,2,0.198,0.027,0.028,0.016,0.012,0.031,0.002,0.019,0.004,0.023,0.004,0.076,0.152,0.042,0.004,0.022,0.005,0.014,0.014,0.002,0.002,0.003,0.002,0.000,0.004,2
22108,33RO20120721,RB1203,GOMECC-2,22,1,8,8,2,"July 30, 2012",18:59,212.791,26.997,-80.003,42,4.6,3,28.076,36.071,2,28.076,23.1777,-999,9,197.08,2,196.82,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,22108,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
23101,33RO20120721,RB1203,GOMECC-2,23,1,1,1,2,"July 30, 2012",20:15,212.844,27,-79.986,67,57.7,56,9.367,35.173,2,9.361,27.1952,35.173,2,126.70,2,122.97,2,15.54,2,0.01,2,28.41,2,28.42,2,-999,9,1.84,2,2197.77,2,2317.45,2,920.62,2,7.6465,6,91.1,6,0.538,-999,9,519.47,0.098,0.067,0.046,0.03,0.017,2,23101,0.097702,0.067015,0.046211,0.029921,0.017043,-0.000269,2,0.008,0.000,0.002,0.001,0.000,0.002,0.000,0.000,0.000,0.003,0.000,0.001,0.008,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,2
23102,33RO20120721,RB1203,GOMECC-2,23,1,2,2,2,"July 30, 2012",20:15,212.844,27,-79.986,67,58.3,57,9.359,35.172,2,9.353,27.1957,-999,9,126.63,2,122.91,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,23102,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
23103,33RO20120721,RB1203,GOMECC-2,23,1,3,3,2,"July 30, 2012",20:15,212.844,27,-79.986,67,47.4,46,10.131,35.251,2,10.126,27.1268,35.193,2,130.58,2,123.49,2,15.17,2,0.00,2,27.90,2,27.90,2,-999,9,1.80,2,2202.38,2,2321.48,2,915.57,2,7.6488,2,92.7,2,0.5358,-999,9,-999,-999,-999,-999,-999,-999,9,23103,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
23104,33RO20120721,RB1203,GOMECC-2,23,1,4,4,2,"July 30, 2012",20:15,212.844,27,-79.986,67,47.4,46,10.131,35.251,2,10.126,27.1268,-999,9,130.58,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,23104,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
23105,33RO20120721,RB1203,GOMECC-2,23,1,5,5,2,"July 30, 2012",20:15,212.844,27,-79.986,67,40.4,39,12.724,35.515,2,12.719,26.8491,35.330,2,137.31,2,127.53,2,13.10,2,0.01,2,25.01,2,25.02,2,-999,9,1.63,2,2146.81,4,2324.33,2,826.71,2,7.6925,2,101.1,2,0.5262,-999,9,-999,-999,-999,-999,-999,-999,9,23105,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
23106,33RO20120721,RB1203,GOMECC-2,23,1,6,6,2,"July 30, 2012",20:15,212.844,27,-79.986,67,40.5,39,12.724,35.515,2,12.719,26.8491,-999,9,137.31,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,23106,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
23107,33RO20120721,RB1203,GOMECC-2,23,1,7,7,3,"July 30, 2012",20:15,212.844,27,-79.986,67,30.7,29,18.187,35.786,2,18.182,25.8300,35.682,2,172.95,2,142.67,2,7.99,2,0.03,2,18.33,2,18.36,2,-999,9,1.24,2,2162.49,2,2340.75,2,631.99,6,7.8007,2,123.3,2,0.5037,-999,9,-999,-999,-999,-999,-999,-999,9,23107,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
23108,33RO20120721,RB1203,GOMECC-2,23,1,8,8,2,"July 30, 2012",20:15,212.844,27,-79.986,67,30.6,29,18.187,35.786,2,18.182,25.8300,-999,9,172.95,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,23108,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
23109,33RO20120721,RB1203,GOMECC-2,23,1,9,9,3,"July 30, 2012",20:15,212.844,27,-79.986,67,25.2,24,26.189,36.105,2,26.184,23.8116,35.887,2,206.06,2,163.16,2,4.87,2,0.02,2,11.77,2,11.79,2,-999,9,0.75,2,2117.71,2,2348.61,2,479.38,2,7.9081,2,150.8,2,0.4813,-999,9,676.3,0.092,0.063,0.042,0.026,0.019,2,23109,0.091759,0.063257,0.041691,0.025717,0.019458,-0.000257,2,0.316,0.078,0.085,0.012,0.049,0.036,0.002,0.014,0.002,0.083,0.000,0.015,0.289,0.021,0.006,0.071,0.007,0.037,0.048,0.001,0.007,0.006,0.007,0.010,0.017,2
23110,33RO20120721,RB1203,GOMECC-2,23,1,10,10,2,"July 30, 2012",20:15,212.844,27,-79.986,67,25.2,24,26.189,36.105,2,26.184,23.8116,-999,9,206.06,2,160.58,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,23110,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
